;ensembl_gene_id_version;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj;AD3_1.1;AD3_1.2;AD3_1.3;840_1.1;840_1.2;840_1.3;AD2_1.1;AD2_1.2;AD2_1.3;external_gene_name;gene_biotype
1;ENSG00000000460.17;446.4483873;0.273398048;0.090737075;21.27653081;2.40E-05;0.000153565;380.4607221;338.6803437;391.2346376;471.2709682;508.2779671;411.5845682;517.3736106;467.7268762;531.4257918;C1orf112;protein_coding
2;ENSG00000001617.12;953.0450477;0.352190322;0.069389391;38.75368518;3.84E-09;4.68E-08;850.2720684;854.7169622;926.8285799;1161.307444;1071.717884;1160.467709;931.4521426;810.0925749;810.5500641;SEMA3F;protein_coding
3;ENSG00000001630.17;65.77460592;-0.226497226;0.14542445;15.49973168;0.0004308;0.002051169;82.62530834;83.16706666;94.14737268;67.47990769;52.5351904;69.26667123;47.60555792;41.49887257;53.64550579;CYP51A1;protein_coding
4;ENSG00000002016.18;215.1743454;-0.300504091;0.109908566;14.70398077;0.000641315;0.002923281;283.4240228;239.4810715;252.1057424;195.9094094;202.260483;198.7652305;163.4756894;208.3589227;192.7885364;RAD52;protein_coding
5;ENSG00000002834.18;4095.046277;0.276186972;0.04360294;43.91381902;2.91E-10;4.09E-09;3544.241424;3644.32074;3711.498647;4366.603059;4456.297525;4443.105607;4362.645185;4067.754071;4258.950233;LASP1;protein_coding
6;ENSG00000003096.14;274.3598855;0.159340749;0.105852741;47.61046524;4.59E-11;7.09E-10;217.1316242;223.4488658;192.479073;255.7706179;245.6020151;244.9430113;339.5264319;334.5846601;415.7526699;KLHL13;protein_coding
7;ENSG00000003249.13;1036.436826;0.128841708;0.068502357;25.70293774;2.62E-06;2.04E-05;1006.875851;1037.083301;1127.676308;1201.577711;1082.224922;1179.541141;960.195121;830.8420112;901.9150661;DBNDD1;protein_coding
8;ENSG00000003436.16;78.49748454;1.236161641;0.139448527;87.60308964;9.49E-20;3.15E-18;29.78354138;29.05837269;29.29029372;131.6946586;109.0105201;125.4831001;86.22893509;81.26862544;84.65931383;TFPI;protein_coding
9;ENSG00000003509.16;809.9338698;0.394690419;0.06690712;41.15389988;1.16E-09;1.49E-08;685.9822111;674.3546489;649.6168715;884.8574993;890.4714772;917.5324276;859.5946967;834.3002506;892.6947448;NDUFAF7;protein_coding
10;ENSG00000003756.17;1294.940319;-0.285919581;0.057772195;28.63259514;6.06E-07;5.29E-06;1529.528964;1404.822018;1447.777375;1191.782241;1179.415024;1189.579789;1225.169453;1273.496652;1212.891358;RBM5;protein_coding
11;ENSG00000003987.14;184.67266;-0.149430533;0.114324165;14.26274229;0.000799622;0.003553301;180.6227671;176.3542618;168.4191889;146.9320571;152.3520521;173.6686105;214.6741197;211.8171621;237.2137209;MTMR7;protein_coding
12;ENSG00000003989.17;1043.928454;0.430004505;0.062753226;47.19421956;5.65E-11;8.62E-10;895.4277602;865.7391035;874.524484;1163.484215;1158.400948;1281.93535;1068.879508;1039.200934;1047.763785;SLC7A2;protein_coding
13;ENSG00000004399.12;1558.445629;0.517396991;0.067812451;81.10465689;2.45E-18;7.42E-17;1300.868227;1327.667028;1446.731293;2058.137185;1838.731664;2028.810762;1478.46695;1213.842023;1332.755535;PLXND1;protein_coding
14;ENSG00000004478.8;4299.874856;0.403845391;0.055101649;54.39567608;1.54E-12;2.79E-11;3616.298379;3653.338856;3669.655371;4824.8134;4964.575492;4851.678581;4641.092788;3897.435782;4579.985057;FKBP4;protein_coding
15;ENSG00000004534.15;2685.921163;-0.352714759;0.050014673;106.2347067;8.54E-24;3.52E-22;3446.243965;3235.499497;3065.020022;2564.236492;2495.421544;2495.607894;2270.695291;2298.000068;2302.565694;RBM6;protein_coding
16;ENSG00000004777.18;489.279763;-0.522024848;0.083157584;70.776193;4.28E-16;1.07E-14;663.8847449;587.1795309;673.6767556;410.3213742;428.1618017;443.7082418;372.7605007;408.0722469;415.7526699;ARHGAP33;protein_coding
17;ENSG00000004866.20;284.472184;0.336889723;0.098973799;23.61537869;7.45E-06;5.26E-05;225.7784588;225.4528915;229.0919402;324.3389112;303.3907245;276.0628201;331.4424693;306.0541852;338.6372553;ST7;protein_coding
18;ENSG00000005059.16;240.246971;0.20071003;0.104749318;17.15204795;0.000188573;0.000982098;184.4658047;207.4166602;208.1703018;248.1519186;246.9153949;224.8657153;277.5493848;266.2844323;298.403126;MCUB;protein_coding
19;ENSG00000005100.13;2277.840624;0.284825958;0.053055295;28.8187612;5.52E-07;4.86E-06;1984.928919;2037.092127;2128.776704;2534.850081;2483.601126;2524.719973;2419.799491;2159.670493;2227.126701;DHX33;protein_coding
20;ENSG00000005156.12;1771.926939;-0.182870106;0.051667218;12.5659268;0.001867857;0.007471429;1884.049182;1877.772083;1909.099502;1676.113836;1629.904282;1666.415569;1764.100297;1709.234814;1830.652885;LIG3;protein_coding
21;ENSG00000005175.10;1042.290912;0.065350387;0.072150189;25.37836963;3.08E-06;2.36E-05;965.5631963;949.908183;895.4461224;1014.375387;990.288339;965.7179381;1052.711583;1269.173853;1277.433607;RPAP3;protein_coding
22;ENSG00000005206.17;582.0888494;-0.411116946;0.078656718;35.89135471;1.61E-08;1.81E-07;685.9822111;656.3184176;765.7319644;512.6296214;512.2181064;515.9865074;535.337972;554.1828607;500.4119837;SPPL2B;protein_coding
23;ENSG00000005249.13;233.8104611;0.294493464;0.102560826;12.89361203;0.001585578;0.006467227;198.8771957;189.3804289;198.7555645;251.4170754;250.8555341;249.9623353;253.2974968;261.9616331;249.7868863;PRKAR2B;protein_coding
24;ENSG00000005302.19;351.5887182;-0.377699579;0.093740165;21.07215222;2.66E-05;0.000168466;450.5961583;393.7910506;416.3406036;306.9247414;320.4646614;307.1826289;292.8190921;321.6162624;354.5632649;MSL3;protein_coding
25;ENSG00000005436.14;340.9991929;-0.47265708;0.098769787;29.45845129;4.01E-07;3.62E-06;426.5771733;376.7568321;327.4236405;255.7706179;281.0632686;250.9662001;367.3711922;390.78105;392.2827611;GCFC2;protein_coding
26;ENSG00000005801.18;1583.349909;0.181948977;0.061012452;37.25127829;8.15E-09;9.57E-08;1467.079603;1346.705272;1315.971054;1585.777831;1611.516965;1538.924739;1662.601655;1867.449266;1854.122794;ZNF195;protein_coding
27;ENSG00000005810.18;1427.019736;0.348393245;0.065492262;35.30942927;2.15E-08;2.39E-07;1208.635324;1207.425486;1189.395141;1608.633929;1432.897318;1618.230058;1661.703437;1406.638868;1509.618061;MYCBP2;protein_coding
28;ENSG00000005884.18;758.4467527;0.129264176;0.067932222;15.45242677;0.000441111;0.002095493;740.7454969;800.6082682;736.4416707;852.205931;820.8623499;822.1652716;689.8314807;695.1061155;668.0541893;ITGA3;protein_coding
29;ENSG00000005889.15;461.6552652;-0.573667288;0.085717606;85.84329257;2.29E-19;7.43E-18;514.0062786;457.919873;496.8889114;309.1015127;345.4188769;309.1903585;559.58986;583.5778955;579.2038204;ZFX;protein_coding
30;ENSG00000006015.17;287.9457342;-0.354877926;0.10327473;25.81917197;2.47E-06;1.94E-05;341.0695868;360.7246265;370.3129992;229.6493633;309.9576233;256.9893889;243.417098;217.869081;261.5218407;REX1BD;protein_coding
31;ENSG00000006016.11;233.8413754;-0.266437987;0.103157426;12.34296756;0.002088135;0.008214829;282.4632634;257.5173028;279.3038723;219.8538928;219.3344199;215.8309321;222.7580823;197.1196447;210.390968;CRLF1;protein_coding
32;ENSG00000006042.12;1134.937365;0.036806204;0.061947631;33.04055297;6.69E-08;6.86E-07;1007.83661;1047.10343;1052.35841;1086.208837;1062.524226;1056.06577;1221.57658;1353.036158;1327.726268;TMEM98;protein_coding
33;ENSG00000006118.14;1087.603762;-0.298031448;0.066732693;32.9084089;7.15E-08;7.32E-07;1314.318858;1140.290625;1342.123102;1049.203726;970.5876426;1018.922772;988.9380993;966.5779069;997.4711233;TMEM132A;protein_coding
34;ENSG00000006128.12;36.16542345;0.161762773;0.156194193;16.36169255;0.000279965;0.001397406;23.05822558;20.04025703;21.96772029;37.00511067;35.46125352;32.12367362;42.21624947;70.02934746;43.58697346;TAC1;protein_coding
35;ENSG00000006432.15;1146.486947;0.08580359;0.068411163;14.77470002;0.000619034;0.00283282;1146.185963;1195.401332;1169.519585;1239.671207;1224.069936;1259.850325;1155.108443;930.2663934;998.3093344;MAP3K9;protein_coding
36;ENSG00000006451.8;1986.550121;0.410140279;0.059579088;65.8583191;5.00E-15;1.14E-13;1613.115031;1715.446001;1480.205915;2112.556465;2223.551934;2162.32478;2045.242554;2260.823995;2265.684409;RALA;protein_coding
37;ENSG00000006468.14;1840.15871;0.311340408;0.051610394;82.12359448;1.47E-18;4.54E-17;1527.607445;1517.047457;1510.542291;1828.487821;1967.44288;1918.385634;2063.206916;2115.577941;2113.130002;ETV1;protein_coding
38;ENSG00000006606.8;90.05921373;-0.553789878;0.139635488;25.12923345;3.49E-06;2.64E-05;115.2911279;116.2334908;149.5897144;68.5682933;64.35560824;78.30145444;75.45031821;63.1128687;79.63004766;CCL26;protein_coding
